heartRate,p_amp,p_dur,p_pr,q_amp,q_dur,qrs_amp,qrs_dur,s_amp,s_dur,t_amp,t_dur,t_st,u_amp,u_dur
72,0.18,0.09,0.16,0.025,0.66,1.6,0.11,0.25,0.066,0.35,0.142,0.2,0.035,0.0476
